3.25E-01	-9.87E-02	0
1.85E-01	1.07E-01	1
-4.31E-01	1.45E-02	0
1.91E-01	-3.08E-01	0
1.86E-02	2.81E-01	0
-3.52E-02	6.40E-03	0
-5.80E-03	1.79E-01	1
2.72E-02	1.83E-01	1
8.76E-02	-1.36E-01	0
4.01E-03	8.15E-02	0
3.13E-01	7.81E-02	0
2.16E-01	2.16E-01	0
-1.91E-01	3.08E-01	1
-2.16E-01	-2.16E-01	1
-4.05E-02	2.43E-02	0
1.07E-01	-1.14E-01	0
2.39E-01	-2.64E-01	0
-2.22E-01	-3.65E-02	0
-3.31E-01	3.84E-02	1
3.88E-02	-1.46E-02	1
-1.58E-01	2.06E-01	0
-6.13E-02	-1.80E-01	0
-6.31E-02	-3.80E-01	0
-3.88E-02	1.46E-02	0
-6.41E-02	1.55E-01	1
3.03E-02	-5.68E-02	1
-4.01E-03	-8.15E-02	1
-5.91E-03	3.79E-01	1
4.27E-01	-9.26E-02	1
-1.32E-01	1.31E-02	1
-3.27E-01	-2.12E-02	1
3.62E-01	2.01E-01	1
-1.99E-01	-3.43E-01	0
3.27E-01	2.12E-02	0
3.31E-01	-3.11E-01	1
2.61E-01	3.07E-01	1
-7.27E-02	-7.51E-02	1
-3.16E-01	-2.59E-01	0
-1.28E-01	-1.56E-01	0
-1.35E-01	3.42E-01	1
1.32E-01	3.68E-01	1
1.88E-01	-1.70E-01	1
2.14E-02	-6.67E-02	1
-3.13E-01	-7.81E-02	1
-1.07E-01	1.14E-01	1
5.49E-02	8.21E-02	0
3.16E-01	2.59E-01	1
1.99E-01	3.43E-01	1
1.05E-01	4.96E-02	0
-7.84E-02	2.59E-01	0
4.09E-01	-1.70E-01	1
2.22E-01	3.65E-02	1
4.31E-01	-1.45E-02	1
3.98E-02	-3.49E-02	1
-3.77E-01	2.43E-01	0
-9.54E-02	-1.71E-01	0
-3.62E-01	-2.01E-01	0
1.58E-01	-2.06E-01	1
-2.78E-01	2.14E-01	1
1.27E-01	1.04E-02	0
9.89E-03	-7.52E-02	1
-2.31E-01	3.88E-03	0
-7.01E-02	-2.79E-01	1
-1.27E-01	-1.04E-02	1
2.56E-01	1.77E-01	0
-3.97E-01	-1.35E-01	0
-2.14E-02	6.67E-02	0
-8.96E-02	-6.42E-02	1
1.35E-01	-3.42E-01	0
-3.25E-01	9.87E-02	1
-2.39E-01	2.64E-01	1
2.25E-01	-8.90E-02	1
3.97E-01	1.35E-01	1
1.70E-01	2.46E-01	0
3.77E-01	-2.43E-01	1
-3.70E-02	-8.53E-02	1
1.30E-01	-6.40E-02	0
-1.05E-01	-4.96E-02	1
-1.58E-01	-1.34E-01	0
2.32E-01	-4.62E-02	1
-1.98E-02	-8.50E-02	1
-2.32E-01	4.62E-02	0
1.34E-01	-3.82E-02	0
-4.09E-01	1.70E-01	0
2.31E-01	-3.88E-03	1
-2.25E-01	8.90E-02	0
1.21E-01	-2.36E-01	1
-2.73E-01	3.70E-01	0
-5.49E-02	-8.21E-02	1
2.06E-01	7.37E-02	1
5.80E-03	-1.79E-01	0
-2.06E-01	-7.37E-02	0
-3.14E-02	2.75E-01	0
-2.61E-01	-3.07E-01	0
9.54E-02	1.71E-01	1
-1.70E-01	-2.46E-01	1
-1.88E-01	1.70E-01	0
3.31E-01	-3.84E-02	0
1.21E-01	2.67E-01	0
-3.31E-01	3.11E-01	0
-4.21E-01	-6.20E-02	0
-1.34E-01	3.82E-02	1
-2.10E-01	1.31E-01	0
3.65E-02	-1.69E-01	0
-1.85E-01	-1.07E-01	0
3.65E-02	-4.59E-02	1
-3.65E-02	4.59E-02	0
1.98E-02	8.50E-02	0
5.91E-03	-3.79E-01	0
6.13E-02	1.80E-01	1
-8.76E-02	1.36E-01	1
-3.07E-01	1.58E-01	1
3.00E-02	0.00E+00	1
-7.26E-02	3.67E-01	1
-1.32E-01	-3.68E-01	0
1.28E-01	1.56E-01	1
-1.21E-01	8.96E-02	1
1.58E-01	1.34E-01	1
-2.72E-02	-1.83E-01	0
2.73E-01	-3.70E-01	1
7.84E-02	-2.59E-01	1
6.41E-02	-1.55E-01	0
3.70E-02	8.53E-02	0
2.10E-01	-1.31E-01	1
-2.88E-01	-1.30E-01	1
-3.03E-02	5.68E-02	0
6.31E-02	3.80E-01	1
3.07E-01	-1.58E-01	0
2.78E-01	-2.14E-01	0
-9.89E-03	7.52E-02	0
4.05E-02	-2.43E-02	1
1.32E-01	-1.31E-02	0
-1.21E-01	-2.67E-01	1
3.52E-02	-6.40E-03	1
1.21E-01	-8.96E-02	0
-2.56E-01	-1.77E-01	1
-4.27E-01	9.26E-02	0
-1.21E-01	2.36E-01	0
-3.65E-02	1.69E-01	1
1.18E-01	3.15E-02	0
-1.86E-02	-2.81E-01	1
4.21E-01	6.20E-02	1
-1.30E-01	6.40E-02	1
7.26E-02	-3.67E-01	0
7.01E-02	2.79E-01	0
8.96E-02	6.42E-02	0
3.14E-02	-2.75E-01	1
7.27E-02	7.51E-02	0
-1.18E-01	-3.15E-02	1
-3.98E-02	3.49E-02	0
2.88E-01	1.30E-01	0
-3.00E-02	0.00E+00	0
